date,category,id
1471182678307,poi,pepy_2
1471182683170,entry,4007
1471182686412,entry,944
1471182687328,entry,175
1471182689865,entry,2615
1471182690083,entry,2615
1471182690338,entry,482
1471182691736,entry,175
1471182692140,entry,175
1471182692387,entry,175
1471182693594,entry,4019
1471182695111,entry,175
1471182751521,poi,son2
1471182756918,poi,son2
1471182757133,poi,son2
1471182760129,poi,mother
1471182770647,entry,529
1471182770813,entry,529
1471182786877,entry,4028
1471182787043,entry,4028
1471182802582,entry,1579
1471182808160,entry,2238
1471182808410,entry,2238
1471182818753,entry,3757
1471182818937,entry,3757
1471182832259,entry,4022
1471182836769,entry,4022
1471182838290,entry,3474
1471182838525,entry,3474
1471182851537,entry,482
1471182858402,entry,4013
1471182858753,entry,4013
1471182863245,entry,4013
1471182868154,poi,meryre
1471182868339,poi,meryre
1471182873182,poi,meryre
1471182873453,poi,meryre
1471182874351,poi,meryre
1471182881420,entry,4007
1471182891091,poi,daugther
1471182903678,poi,son2
1471182910949,poi,mother
1471182933115,poi,father
1471182945494,poi,son1
1471182953534,entry,4022
1471182965167,entry,482
1471182966139,entry,482
1471182987374,entry,3574
1471183104426,entry,2008
1471183117530,poi,father
1471183138983,poi,daugther
1471184285211,poi,son2
1471184296736,entry,2238
1471184305686,entry,4013
1471184318375,entry,4007
1471184335288,entry,944
1471184337008,entry,4007
1471184338811,entry,944
1471184353444,entry,4031
1471184356781,entry,3473
1471184372575,entry,3757
1471184378100,entry,4013
1471184387472,poi,father
1471184387621,poi,father
1471184388540,poi,father
1471184398917,entry,1107
1471184401321,entry,4027
1471184434549,poi,daugther
1471184448608,entry,4036
1471184468050,entry,4022
1471184477368,poi,mother
1471184488913,poi,son2
1471184489111,poi,son2
1471184490878,poi,son2
1471184494793,entry,175
1471184497277,poi,son1
1471184522198,entry,3473
1471184529483,entry,4022
1471184532889,entry,4007
1471184534192,entry,3474
1471184538099,entry,4007
1471184545092,entry,4013
1471184548885,entry,2615
1471184551341,entry,4021
1471184554429,entry,4020
1471184557970,entry,894
1471184558154,entry,894
1471184560244,poi,pepy_2
1471184564085,entry,4007
1471184566590,entry,4007
1471184567242,entry,944
1471184568728,entry,944
1471184569868,entry,4013
1471184572284,entry,2615
1471184574846,entry,482
1471184577547,entry,3480
1471184580286,entry,959
1471184590622,entry,4013
1471184603627,entry,4007
1471184607352,entry,4022
1471184615910,entry,4031
1471184631967,entry,4013
1471184635727,entry,2615
1471184638665,entry,204
1471184651410,entry,2172
1471184657991,entry,4030
1471184667127,entry,4025
1471184674674,entry,211
1471184682948,entry,4037
1471184691242,entry,4026
1471184695518,entry,2615
1471184697956,entry,211
1471184702247,entry,4036
1471184722746,entry,1107
1471184742764,entry,4022
1471184757230,entry,4007
1471184785861,poi,father
1471184798660,poi,son1
1471184808784,entry,4027
1471184818175,entry,3474
1471184824668,entry,529
1471184855280,entry,4013
1471185153713,entry,3574
1471185161247,entry,2238
1471185174436,poi,father
1471185182102,entry,4006
1471185186062,entry,4019
1471185188116,entry,4013
1471185193776,entry,3757
1471185203143,entry,4028
1471185206984,entry,3473
1471185213068,entry,1107
1471185219411,entry,4026
1471185258702,poi,meryre
1471185267772,entry,4034
1471185272717,entry,2008
1471185279740,entry,2238
1471185293817,poi,daugther
1471185307380,poi,son2
1471185310030,entry,4031
1471185317873,entry,2238
1471185319028,entry,2008
1471185324017,entry,3574
1471185324751,entry,4015
1471190516284,poi,son2
1471190524318,poi,father
1471190535406,entry,3473
1471190542139,entry,3757
1471190546481,entry,4028
1471190551058,entry,4021
1471418815927,poi,mother
1471423406056,poi,father
1471423422692,poi,mother
1471423431676,poi,son1
1471423442403,poi,son1
1471423443389,poi,son2
1471423448316,poi,son2
1471423449086,poi,daugther
1471423452424,poi,daugther
1471423455397,poi,father
1471423460424,poi,father
1471423462268,entry,4027
1471423478285,entry,3473
1471423491397,entry,3757
1471423502184,entry,4028
1471423508997,entry,1006
1471423519951,entry,2238
1471423522741,entry,4036
1471423547547,poi,mother
1471423551675,poi,mother
1471423557053,poi,son1
1471423565926,poi,father
1471423566196,poi,father
1471423567128,poi,father
1471423575287,poi,mother
1471423581994,poi,mother
1471423582632,poi,son1
1471423585233,poi,son1
1471423586653,poi,son2
1471423592266,poi,son2
1471423593152,poi,daugther
1471423600785,poi,son1
1471423606431,poi,son1
1471423612496,poi,mother
1471423616989,poi,father
1471423690584,entry,4011
1471423698214,entry,1107
1471423704043,poi,son2
1471423714333,entry,2008
1471423720330,entry,4007
1471423724657,entry,4013
1471423728698,entry,204
1471423730584,entry,2615
1471423736598,entry,4013
1471423739256,entry,4037
1471423741641,entry,2615
1471423741809,entry,2615
1471423821083,poi,son2
1471423824640,poi,son2
1471423830453,entry,4013
1471423836133,entry,4013
1471423865864,entry,4013
1471423874370,entry,2008
1471423875419,entry,2008
1471423877843,entry,2008
1471424208192,entry,1107
1471425047141,poi,daugther
1471425051785,poi,son2
1471425383798,entry,4007
1471425385767,entry,175
1471425386974,entry,944
1471425387301,entry,944
1471425388203,entry,2615
1471425388757,entry,2615
1471425390374,entry,4013
1471425390725,entry,4013
1471425391242,entry,4007
1471425393065,entry,4016
1471425393297,entry,4016
1471425393531,entry,2615
1471425393716,entry,4027
1471425394466,poi,father
1471425396773,poi,mother
1471425408635,poi,son2
1471425419959,poi,son1
1471425431617,entry,4013
1471425432822,entry,1107
1471425433657,entry,4013
1471425434388,entry,1107
1471425440668,entry,4013
1471425441304,entry,4011
1471425441888,entry,4011
1471425443508,entry,1107
1471425444010,entry,1107
1471425445596,entry,4013
1471425446515,entry,2615
1471425450258,entry,4027
1471425451309,entry,4034
1471425453229,entry,4014
1471425453832,entry,2008
1471425476485,entry,1107
1471425478190,entry,2615
1471425479780,entry,4027
1471425481861,entry,2008
1471425483699,entry,204
1471425493188,poi,father
1471426658306,entry,204
1471426658674,entry,204
1471426658823,entry,204
1471426660694,entry,204
1471426662413,entry,204
1471426663015,entry,204
1471426663164,entry,204
1471426664784,entry,204
1471426664936,entry,204
1471426665939,entry,2172
1471426668643,entry,4030
1471426674456,entry,1107
1471426680172,entry,211
1471427945083,entry,211
1471427945233,entry,211
1471427945297,entry,211
1471427947783,entry,4022
1471434446345,entry,4028
1471434901575,entry,4025
1471434917179,entry,4031
1471434927482,entry,4013
1471434942778,entry,4037
1471434944047,entry,4013
1471434952081,entry,4037
1471434957961,entry,4026
1471434964877,entry,2615
1471434972479,entry,4013
1471434996298,entry,211
1471434997038,entry,4025
1471434998987,entry,211
1471435004699,entry,4026
1471435010497,entry,4025
1471435015490,entry,4026
1471435030176,entry,2615
1471435031861,entry,4013
1471435033982,entry,4025
1471435034799,entry,4014
1471435036890,entry,4025
1471435037805,entry,4025
1471435039144,entry,4014
1471435039743,entry,4025
1471435041514,entry,4013
1471435052435,entry,4025
1471435055007,entry,4014
1471435059665,entry,2008
1471435064107,poi,min_3
1471435083211,entry,4034
1471435104854,entry,4028
1471435136772,entry,1107
1471435141349,entry,4011
1471435145325,entry,1107
1471435147376,entry,4011
1471435150668,entry,1107
1471435156547,entry,4013
1471435166820,entry,2615
1471435168257,entry,4013
1471435169111,entry,4011
1471435169708,entry,1107
1471435170730,entry,4013
1471435174636,entry,2615
1471435181618,entry,4027
1471435188715,entry,4034
1471435191135,poi,min_1
1471435196729,poi,min_1
1471435198503,entry,2008
1471435207740,entry,4014
1471435212634,entry,204
1471435222183,poi,father
1471435234928,poi,father
1471435245278,poi,father
1471435258722,poi,father
1471435291867,poi,mother
1471435298752,poi,son1
1471435306900,poi,son2
1471435313315,poi,daugther
1471435333740,entry,4028
1471435337815,entry,3473
1471435341340,entry,894
1471435342746,entry,4021
1471435343610,entry,4020
1471435344313,entry,4021
1471435345597,entry,3473
1471435347336,entry,4007
1471435348053,entry,894
1471435354882,entry,944
1471435356586,entry,4019
1471435361546,entry,4019
1471435376377,entry,4013
1471435378979,entry,4013
1471435381718,entry,4013
1471435387028,entry,3574
1471435403430,entry,4037
1471435406772,entry,4042
1471435415145,entry,4042
1471435416096,entry,4037
1471435417330,entry,4042
1471435581844,entry,4025
1471435586003,entry,4036
1471435587487,poi,pepy_2
1471435600023,poi,father
1471435602897,poi,pepy_2
1471439331781,entry,1107
1471439364706,entry,2615
1471439377332,entry,1107
1471439392488,entry,3757
1471439408832,entry,4028
1471439418310,entry,3757
1471439422348,entry,4028
1471439423351,entry,3473
1471439424651,entry,3473
1471439435061,poi,meryre
1471439465949,entry,4037
1471439471846,entry,4026
1471439476506,entry,211
1471439486236,entry,2615
1471439493936,entry,4013
1471439496860,entry,211
1471439498296,entry,4025
1471439500332,entry,4014
1471439504891,entry,4013
1471439507556,entry,2008
1471439511175,poi,min_3
1471439545025,entry,4037
1471439547025,entry,4025
1471439548543,entry,211
1471439549946,entry,4040
1471439551851,entry,2172
1471439562685,entry,4030
1471439567382,entry,211
1471439571707,entry,4030
1471439582112,entry,204
1471439590227,entry,2615
1471439592931,entry,4013
1471439595522,entry,4031
1471439603220,entry,4022
1471439613926,entry,3474
1471439623807,entry,1579
1471439640088,entry,944
1471439653847,entry,558
1471439660263,entry,4007
1471439667778,entry,959
1471439695381,entry,2172
1471439721425,entry,959
1471439738664,entry,4011
1471440524506,entry,4013
1471440544418,entry,438
1471440551217,entry,4022
1471440558048,entry,1107
1471440562864,entry,4031
1471440569224,entry,2238
1471440575353,entry,3757
1471440580248,entry,4013
1471440589297,entry,558
1471440676717,entry,1107
1471440694078,entry,558
1471440700579,entry,4037
1471440705970,entry,4025
1471440714054,entry,4027
1471440720253,entry,3574
1471440725033,entry,4028
1471443419705,entry,529
1471443428804,poi,meryre
1471443447338,entry,4014
1471443453251,entry,2008
1471443481254,entry,558
1471443486096,entry,4007
1471443491590,entry,482
1471443496368,entry,4031
1471443505938,entry,4037
1471443511700,entry,4025
1471443514925,entry,3757
1471443515241,entry,3757
1471443518281,entry,4028
1471443521889,entry,3473
1471443524764,entry,4021
1471443525147,entry,4021
1471443527334,entry,4020
1471443530274,entry,894
1471443531830,poi,meryre
1471443537490,entry,175
1471443538893,entry,944
1471443541097,poi,meryre
1471443549201,entry,4027
1471443553211,poi,pepy_1
1471443561894,poi,son2
1471443572282,poi,father
1471443581606,poi,daugther
1471443596619,poi,son2
1471443601509,poi,son1
1471443607239,poi,mother
1471443611414,poi,father
1471444166286,entry,204
1471444187206,poi,son1
1471444195965,poi,son1
1471444218152,poi,son2
1471444243513,entry,4021
1471444250358,entry,4021
1471444255381,poi,meryre
1471444255782,poi,meryre
1471444256850,poi,meryre
1471444263499,entry,4013
1471444274721,entry,4013
1471444276309,entry,4022
1471444282523,entry,3474
1471444288886,entry,4007
1471444299701,entry,175
1471444303973,entry,944
1471444315976,entry,4022
1471444318081,entry,3474
1471444323994,entry,4007
1471444326850,entry,175
1471444330925,entry,2172
1471444332561,entry,4022
1471444336571,entry,2172
1471444339561,entry,4007
1471444342650,entry,4029
1471444345741,entry,175
1471444348330,entry,4013
1471444352343,entry,2008
1471444356180,entry,4014
1471444359322,entry,4013
1471444365500,entry,4006
1471444369660,entry,4013
1471444371784,entry,4019
1471444376190,entry,3473
1471444378193,entry,3473
1471444379016,entry,3473
1471444414718,entry,4013
1471444416441,entry,1579
1471444424765,entry,4013
1471444428726,entry,2008
1471444437974,entry,2008
1471444445019,entry,3574
1471444452433,entry,1107
1471444458793,entry,4031
1471444473054,entry,4022
1471444480501,poi,daugther
1471444480683,poi,daugther
1471444481602,poi,daugther
1471444484495,entry,4013
1471444486596,entry,2615
1471444493270,entry,4030
1471444503007,entry,2172
1471444506130,entry,204
1471444508651,entry,2615
1471444510872,entry,4013
1471444516003,entry,4014
1471510046829,entry,4013
1471510056020,poi,son2
1471510065688,entry,4026
1471510070685,entry,4037
1471510075681,entry,4013
1471510081572,entry,2172
1471510091707,entry,1107
1471510095500,entry,2008
1471510115511,entry,175
1471510132785,entry,3473
1471524155139,poi,son2
1471524176497,poi,father
1471524194906,poi,mother
1471524200217,poi,son2
1471524201819,poi,daugther
1471524206731,entry,4013
1471524207027,entry,4013
1471524231448,poi,mother
1471524237367,poi,father
1471524241004,poi,mother
1471524243878,poi,son1
1471524249441,entry,4013
1471524250023,entry,4013
1471524250175,entry,4013
1471524250375,entry,4013
1471524266433,poi,father
1471524270521,poi,father
1471524286744,entry,4036
1471524287190,entry,4036
1471524287407,entry,4036
1471524289077,entry,4013
1471524290198,entry,4036
1471524290564,entry,4036
1471524290831,entry,4007
1471524291352,entry,4022
1471524291833,poi,pepy_2
1471524305080,poi,pepy_2
1471524305313,poi,pepy_2
1471524306851,poi,pepy_2
1471524308990,poi,pepy_2
1471524322315,entry,4022
1471524322494,entry,4022
1471524322829,entry,4022
1471524324163,entry,4022
1471524324616,entry,4022
1471524324883,entry,4022
1471524326387,entry,1107
1471524326653,entry,4013
1471524326785,entry,1107
1471524327420,entry,1107
1471524327622,entry,1107
1471524327821,entry,1107
1471524330827,entry,4025
1471524331230,entry,4025
1471524336072,entry,4026
1471524337124,entry,204
1471524338644,entry,4026
1471524339765,entry,4026
1471524341283,entry,4025
1471524342187,entry,4025
1471524344811,entry,204
1471524350888,entry,4014
1471524356735,entry,211
1471524367165,entry,4013
1471524373379,entry,4007
1471524374079,poi,daugther
1471524374345,poi,daugther
1471524376300,poi,daugther
1471524391977,entry,4022
1471524392365,entry,4022
1471524402964,poi,son1
1471524403212,poi,son1
1471524404864,poi,son1
1471524405167,poi,son1
1471524405902,poi,son1
1471524408605,poi,son2
1471524408905,poi,son2
1471524410299,entry,4014
1471524412797,poi,daugther
1471524414655,poi,daugther
1471524421739,entry,4013
1471524422135,entry,4013
1471524425577,entry,4036
1471524427748,entry,529
1471524428048,entry,529
1471524467160,entry,3473
1471524473372,entry,3474
1471524473840,entry,3474
1471524567526,entry,4027
1471524567675,entry,4027
1471524568043,entry,4027
1471524568208,entry,4027
1471524573169,entry,2008
1471524577913,entry,4034
1471524578417,entry,4034
1471524586020,entry,4026
1471524587876,entry,4025
1471524590448,entry,1107
1471524603856,entry,4013
1471524610506,entry,4007
1471524610930,entry,4007
1471524623332,entry,4036
1471524632501,entry,482
1471524642067,entry,4028
1471524654912,entry,529
1471524655063,entry,529
1471524668296,entry,1006
1471524669565,entry,529
1471524669951,entry,2238
1471524670568,entry,529
1471524688917,poi,pepy_2
1471524694962,poi,pepy_1
1471524699555,poi,pepy_1
1471524699839,poi,pepy_1
1471524703131,poi,pepy_1
1471524706838,poi,pepy_1
1471524716024,entry,4022
1471524724558,entry,4019
1471524731153,entry,4007
1471524732903,entry,558
1471524747920,entry,4007
1471524748170,entry,4007
1471524756715,entry,4021
1471524757953,entry,894
1471524758168,entry,894
1471524758852,entry,4020
1471524759336,entry,4020
1471524769145,entry,2008
1471524776646,entry,3757
1471524784716,entry,4031
1471524794476,entry,204
1471524794777,entry,204
1471524798690,entry,4030
1471524807293,entry,4014
1471524811955,entry,4013
1471524831590,poi,mother
1471524832158,poi,mother
1471524837722,entry,3757
1471524846641,entry,3473
1471524846892,entry,3473
1471525022427,entry,4025
1471525032764,entry,2008
1471525040277,entry,3757
1471525050200,entry,4028
1471525056812,entry,4028
1471525058316,entry,3473
1471525065294,entry,3473
1471525068218,entry,4021
1471525070923,entry,4020
1471525074464,entry,4021
1471525076034,entry,4020
1471525077387,entry,894
1471525081264,poi,meryre
1471525092875,entry,4007
1471525098185,entry,944
1471525101290,poi,min_2
1471525110042,entry,4013
1471525114787,entry,4014
1471525118227,entry,2008
1471525121350,entry,4006
1471525125225,entry,4013
1471525127363,entry,4019
1471525130273,entry,2238
1471525134695,entry,1579
1471525139127,entry,944
1471525143148,entry,558
1471525150105,entry,4007
1471525155483,entry,944
1471526745121,entry,2238
1471526762642,entry,482
1471526769317,entry,959
1471526778547,entry,175
1471526787380,entry,2008
1471526791593,poi,father
1471526804101,entry,558
1471526809964,entry,4007
1471526813742,entry,4031
1471526820759,entry,2615
1471526827016,entry,3473
1471526833769,entry,3574
1471526840118,entry,4013
1471526850427,entry,3574
1471526854331,entry,4013
1471526859326,entry,4036
1471526866333,poi,daugther
1471526869891,poi,son2
1471526873097,poi,son1
1471526877741,poi,mother
1471526967397,entry,4036
1471526986302,entry,4036
1471527006853,entry,4036
1471527052102,entry,4011
1471527084841,entry,2615
1471527109230,entry,4027
1471527118014,entry,4027
1471527122021,poi,min_1
1471527874207,poi,mother
1471527876158,poi,mother
1471527880484,poi,mother
1471527885463,poi,mother
1471527899757,entry,4013
1471527905168,entry,4013
1471527912363,poi,father
1471527914921,poi,father
1471527919769,entry,4013
1471527920784,entry,4013
1471527921035,entry,4013
1471527921736,entry,4013
1471527924041,poi,mother
1471527930723,poi,son1
1471527931440,poi,son1
1471527954691,poi,father
1471527954963,poi,father
1471527955896,poi,father
1471527959788,poi,mother
1471527964347,poi,son1
1471527973336,poi,son2
1471527979045,poi,daugther
1471527983321,entry,1579
1471527986259,entry,944
1471527999150,entry,3757
1471528002878,entry,1107
1471528005566,entry,4015
1471528007519,entry,3574
1471528009373,entry,2008
1471528014952,entry,1107
1471528016339,entry,4015
1471528018910,entry,3574
1471528020297,entry,2238
1471528021015,entry,3474
1471528023436,entry,1107
1471528023976,entry,4013
1471528024523,entry,4013
1471528025796,entry,1107
1471528026627,entry,4011
1471528030139,entry,1107
1471528032472,entry,4013
1471528034528,entry,2615
1471528036669,entry,4027
1471528037602,entry,4017
1471528039054,entry,4027
1471528039838,entry,4027
1471528040958,entry,4034
1471528042695,poi,min_1
1471528045602,entry,4034
1471528046254,entry,4034
1471528048091,entry,2008
1471528050947,entry,4014
1471528052871,entry,204
1471528064932,entry,3757
1471528071078,entry,4028
1471528074018,entry,3473
1471528077442,entry,4020
1471528079096,entry,4020
1471528079912,entry,4021
1471528082068,entry,4020
1471528083189,poi,meryre
1471528088618,entry,4020
1471528088850,entry,4020
1471528091674,entry,894
1471528094081,poi,meryre
1471528097767,entry,4007
1471528103498,entry,944
1471528105152,poi,min_2
1471528110631,entry,4034
1471528111519,poi,min_2
1471528114439,poi,min_2
1471528139854,poi,son1
1471528149042,poi,son1
1471528154403,poi,father
1471528160365,poi,father
1471528163439,poi,mother
1471528180718,poi,son1
1471528183338,poi,daugther
1471528191573,poi,father
1471528194216,poi,mother
1471528196588,poi,mother
1471528197888,poi,mother
1471528207785,poi,daugther
1471528209470,poi,daugther
1471528210255,poi,daugther
1471528211227,poi,daugther
1471528235848,poi,father
1471528242514,poi,son1
1471528245270,poi,father
1471528250547,entry,4034
1471528251164,entry,4034
1471528251633,entry,4034
1471528252584,poi,mother
1471528259468,entry,2172
1471528260352,entry,2172
1471528262590,entry,4031
1471528269137,entry,4013
1471528284768,entry,2615
1471528289982,entry,4031
1471528293722,entry,4013
1471528296274,entry,2615
1471528300635,entry,204
1471528304042,entry,4030
1471528306632,entry,2172
1471528309655,entry,4025
1471528311042,entry,4037
1471528312495,entry,4013
1471528314213,entry,2615
1471528316385,entry,2008
1471528317640,entry,4014
1471528318911,entry,211
1471528319843,entry,4025
1471528320865,entry,4013
1471528322298,entry,2615
1471528323569,entry,4026
1471528324436,entry,211
1471528326673,entry,4037
1471528340198,entry,4013
1471528340969,entry,2615
1471528342798,entry,2008
1471528343944,entry,4034
1471528346513,entry,4014
1471529290046,entry,3473
1471529293351,entry,4021
1471529295942,entry,3757
1471529300648,entry,4028
1471529309401,entry,3473
1471529312028,entry,4020
1471529315066,entry,4021
1471529318539,poi,meryre
1471529329311,entry,944
1471529337014,poi,father
1471529350175,poi,mother
1471529353633,poi,son1
1471529357155,poi,son2
1471529359710,poi,daugther
1471529363102,entry,2238
1471529367378,entry,4022
1471529374111,entry,2008
1471529377939,entry,4014
1471529384402,entry,4013
1471529392742,entry,3574
1471529401308,poi,father
1471529416818,entry,1107
1471529422914,entry,4031
1471529429661,entry,2008
1471529449815,entry,2238
1471529450701,entry,1579
1471530339618,entry,3473
1471530349908,entry,4007
1471530358946,entry,4006
1471530363489,entry,3474
1471530369827,entry,1107
1471530374579,entry,4022
1471530382004,entry,4028
1471530391110,entry,3473
1471530397851,entry,2008
1471530400958,poi,meryre
1471530413322,entry,558
1471530413656,entry,558
1471530424901,entry,2615
1471530433027,entry,1006
1471530436536,entry,529
1471530447066,entry,4019
1471530453130,entry,944
1471530462839,poi,pepy_2
1471531438092,poi,mother
1471531444293,entry,2172
1471531445525,poi,mother
1471531446292,poi,mother
1471531446359,poi,mother
1471531448413,poi,son2
1471531452657,entry,4025
1471531471840,entry,4037
1471531487883,entry,2172
1471531498789,entry,4013
1471531516228,entry,4031
1471531522857,entry,2008
1471531537388,entry,2615
1471532004592,entry,1107
1471532013365,entry,4011
1471532013783,entry,4011
1471532016988,entry,1107
1471532021914,entry,4011
1471532028639,entry,4025
1471532035089,entry,4031
1471532042357,entry,4025
1471532044796,entry,211
1471532053938,entry,2008
1471532059269,poi,son1
1471532066100,poi,son1
1471532081651,poi,son1
1471532086996,poi,son2
1471532093677,poi,daugther
1471532121272,entry,959
1471532131174,entry,1006
1471532133180,entry,529
1471532152373,entry,2008
1471532152877,entry,2008
1471532160816,entry,3574
1471532166429,entry,4007
1471532177547,entry,2172
1471532181156,entry,944
1471532581753,entry,3574
1471532601900,entry,4031
1471532606813,poi,mother
1471532617348,entry,482
1471532624134,entry,558
1471532630606,entry,4022
1471532634378,entry,4013
1471532642122,entry,4036
1471532649848,poi,pepy_2
1471532658784,entry,4006
1471532663096,entry,4019
1471532666499,entry,4022
1471532668719,entry,3474
1471532670859,entry,3574
1471532672044,entry,4014
1471532673614,entry,2008
1471532674802,poi,pepy_2
1471532677656,entry,4020
1471532680268,entry,4019
1471533381988,poi,son2
1471593349233,poi,father
1471593352489,entry,2238
1471593353921,entry,2008
1471597180706,poi,father
1471612593958,poi,son2
1471612604133,poi,father
1471612615416,poi,mother
1471612624059,poi,son1
1471612633122,poi,son2
1471612636662,poi,daugther
1471612647812,entry,2008
1471612651471,entry,558
1471612656696,entry,2238
1471612659636,entry,4028
1471612660204,entry,4028
1471612661807,entry,3473
1471612663477,poi,meryre
1471612689341,entry,4036
1471612695825,entry,2615
1471612698664,entry,2238
1471612700553,entry,2008
1471612705010,entry,2238
1471612708850,entry,482
1471612719932,entry,2238
1471612728504,entry,3474
1471612740265,entry,1107
1471612748988,entry,4013
1471612759903,entry,4015
1471612770216,entry,4014
1471612775980,entry,2238
1471612781390,entry,3757
1471612785916,entry,4028
1471612793030,entry,3473
1471612801266,poi,meryre
1471612806545,entry,4007
1471612820774,entry,4036
1471612830537,entry,438
1471612838539,entry,944
1471612843152,entry,4036
1471612846071,entry,2238
1471612851954,entry,4031
1471612858013,entry,4013
1471612861558,entry,204
1471612868942,entry,4013
1471612871615,entry,4030
1471612876610,entry,204
1471612881905,entry,4013
1471612883523,entry,2615
1471612892649,poi,father
1471612899400,entry,4031
1471612901420,entry,4037
1471612912106,entry,4025
1471612917669,entry,211
1471612925228,entry,4030
1471612928367,entry,4013
1471612931938,entry,2615
1471612934779,entry,2008
1471612937501,entry,4034
1471612946659,entry,2008
1471612949626,entry,4014
1471612953035,entry,4025
1471612955788,entry,4013
1471612957392,entry,2615
1471612959997,entry,4026
1471612962923,entry,211
1471612966595,entry,4037
1471612969016,poi,daugther
1471615658476,poi,son1
1471615699141,poi,mother
1471615701814,poi,mother
1471615707776,poi,mother
1471615742741,poi,son1
1471615742972,poi,son1
1471615743190,poi,son1
1471615749053,poi,father
1471615754715,entry,4007
1471615755229,poi,daugther
1471615765221,poi,daugther
1471615772288,poi,son2
1471615776816,entry,4007
1471615778899,entry,3473
1471615780485,entry,3473
1471615780602,entry,3473
1471615781256,entry,3473
1471615781745,entry,3473
1471615784279,entry,175
1471615785332,entry,4028
1471615788819,poi,son1
1471615789573,poi,son1
1471615791941,poi,son1
1471615793729,poi,son1
1471615795817,poi,son1
1471615799994,poi,son1
1471615802532,poi,son1
1471615809586,poi,mother
1471615812491,poi,father
1471615816079,poi,daugther
1471615820794,poi,son2
1471615823116,entry,4014
1471615826173,entry,4026
1471615828906,entry,1579
1471615829278,entry,4029
1471615829462,entry,4029
1471615830059,poi,father
1471615830242,poi,father
1471615830429,poi,father
1471615831914,poi,father
1471615832151,poi,father
1471615832633,poi,father
1471615841471,poi,daugther
1471615853279,entry,2238
1471617248943,entry,3574
1471617250895,entry,3474
1471617257292,entry,4022
1471617259631,entry,2238
1471617264239,poi,son1
1471617265828,poi,son1
1471617275191,poi,son1
1471617276178,poi,son2
1471617281326,poi,father
1471617289732,poi,father
1471617290714,poi,mother
1471617293303,poi,father
1471617300033,entry,204
1471617302807,entry,1107
1471617305077,entry,4011
1471617326586,entry,4007
1471617335419,entry,482
1471617349809,entry,4013
1471617364496,entry,4022
1471617369874,entry,3474
1471617393640,entry,3757
1471617397282,entry,4028
1471617406631,entry,3473
1471617415580,entry,4021
1471617422158,entry,4020
1471617427430,poi,meryre
1471617444590,entry,944
1471617449871,entry,1006
1471617454079,entry,529
1471617477919,entry,2238
1471617495543,entry,438
1471617501425,entry,944
1471617502559,entry,438
1471617504812,entry,944
1471617511859,entry,959
1471617520850,entry,4031
1471617530913,entry,204
1471617539411,poi,son1
1471617547767,poi,son1
1471617557556,entry,4036
1471617563318,entry,4021
1471617569464,entry,3473
1471617571352,entry,4028
1471617578790,entry,4013
1471617585273,entry,4026
1471617588430,entry,4025
1471617590900,entry,4037
1471617595259,entry,4031
1471617597551,entry,2615
1471617758432,entry,4031
1471617776107,entry,4025
1471617787761,entry,211
1471617800223,entry,1107
1471617815446,entry,4007
1471617835687,entry,2238
1471617843762,entry,3574
1471617852005,entry,4028
1471617864366,poi,mother
1471617884284,entry,482
1471617888861,entry,2615
1471617896713,entry,959
1471617908282,poi,daugther
1471617927212,entry,4022
1471617932007,entry,3474
1471617942199,entry,4013
1471617942580,entry,4019
1471617945234,entry,4013
1471617948957,entry,4006
1471617960946,entry,1579
1471617970497,entry,2615
1471617974390,entry,4013
1471617982717,entry,3473
1471617991564,entry,3574
1471617995690,entry,3473
1471618007204,poi,meryre
1471618014405,entry,438
1471620015745,entry,4013
1471700388864,entry,4013
1471700413551,entry,944
1471700418360,entry,3757
1471700423771,entry,1107
1471700425941,entry,4013
1471700426728,entry,1107
1471700427863,entry,4011
1471700430317,entry,4013
1471700433207,entry,4027
1471700434443,entry,2615
1471700436497,entry,4027
1471700438354,entry,4034
1471700440539,poi,min_1
1471700445987,entry,2008
1471700448194,entry,4014
1471700449744,entry,204
1471700451899,entry,4015
1471700459646,entry,211
1471700461803,entry,3665
1471700463736,entry,4016
1471700467077,entry,4017
1471700469164,entry,4018
1471700471117,entry,4021
1471700472641,poi,pepy_1
1471700475242,poi,pepy_1
1471702832858,poi,meryre
1471702838239,entry,4036
1471702842195,entry,4036
1471703707690,entry,204
1471703713383,entry,2172
1471703719529,entry,4025
1471703729739,entry,1107
1471703737934,entry,4011
1471703746598,entry,1107
1471703748452,entry,4013
1471703753695,entry,2615
1471703755800,entry,4027
1471703758556,entry,4034
1471703765651,poi,min_1
1471703777647,entry,2008
1471703777964,entry,2008
1471703784244,entry,4014
1471703786869,entry,204
1471703794699,poi,father
1471703804332,poi,mother
1471703828330,poi,daugther
1471703839356,poi,son2
1471703846338,poi,son1
1471703857399,poi,mother
1471703862212,poi,father
1471704440989,entry,4037
1471704443346,entry,4013
1471704448588,entry,3757
1471704452397,entry,4028
1471704455536,entry,3473
1471704459545,entry,4021
1471704461951,entry,4020
1471704464722,entry,3473
1471704466796,entry,3473
1471704469602,entry,1107
1471704473632,entry,4011
1471704475667,entry,4013
1471704480107,entry,2615
1471704481710,entry,4027
1471704483197,entry,4034
1471704487607,poi,min_1
1471704500206,entry,2008
1471704511088,entry,4014
1471704525098,entry,204
1471704529975,entry,4015
1471704532078,entry,211
